F02C0003113000;with variable power transmission between rotors
F02C0003130000;having variable working fluid interconnections between turbines or compressors or stages of different rotors
F02C0003140000;characterised by the arrangement of the combustion chamber in the plant (combustion chambers per seF23R)
F02C0003160000;the combustion chambers being formed at least partly in the turbine rotor
F02C0003200000;using a special fuel, oxidant, or dilution fluid to generate the combustion products
F02C0003220000;the fuel or oxidant being gaseous at standard temperature and pressure (F02C0003280000 takes precedence)..
F02C0003240000;the fuel or oxidant being liquid at standard temperature and pressure
F02C0003260000;the fuel or oxidant being solid or pulverulent, e.g. in slurry or suspension
F02C0003280000;using a separate gas producer for gasifying the fuel before combustion
F02C0003300000;Adding water, steam or other fluids to the combustible ingredients or to the working fluid before discharge from the turbine (heating of air intakes to prevent icing F02C0007047000)
F02C0003320000;Inducing air flow by fluid jet, e.g. ejector action
F02C0003340000;with recycling of part of the working fluid, i.e. semi-closed cycles with combustion products in the closed part of the cycle
F02C0003360000;Open cycles
F02C0005000000;Gas-turbine plants characterised by the working fluid being generated by intermittent combustion
F02C0005020000;characterised by the arrangement of the combustion chamber in the plant (combustion chambers per seF23R)
F02C0005040000;the combustion chambers being formed at least partly in the turbine rotor
F02C0005060000;the working fluid being generated in an internal-combustion gas generator of the positive-displacement type having essentially no mechanical power output (internal-combustion engines with prolonged expansion using exhaust gas turbines F02B)
F02C0005080000;the gas generator being of the free-piston type
F02C0005100000;the working fluid forming a resonating or oscillating gas column, i.e. the combustion chambers having no positively actuated valves, e.g. using Helmholtz effect
F02C0005110000;using valveless combustion chambers
F02C0005120000;the combustion chambers having inlet or outlet valves, e.g. Holzwarth gas-turbine plants
F02C0006000000;Plural gas-turbine plants. Combinations of gas-turbine plants with other apparatus (aspects predominantly concerning such apparatus, see the relevant classes for the apparatus)..Adaptations of gas-turbine plants for special use
F02C0006020000;Plural gas-turbine plants having a common power output
F02C0006040000;Gas-turbine plants providing heated or pressurised working fluid for other apparatus, e.g. without mechanical power output (F02C0006180000 takes precedence)..
F02C0006060000;providing compressed gas (F02C0006100000 takes precedence)..
F02C0006080000;the gas being bled from the gas-turbine compressor
F02C0006100000;supplying working fluid to a user, e.g. a chemical process, which returns working fluid to a turbine of the plant
F02C0006120000;Turbochargers, i.e. plants for augmenting mechanical power output of internal-combustion piston engines by increase of charge pressure
F02C0006140000;Gas-turbine plants having means for storing energy, e.g. for meeting peak loads
F02C0006160000;for storing compressed air
F02C0006180000;using the waste heat of gas-turbine plants outside the plants themselves, e.g. gas-turbine power heat plants (using waste heat as source of energy for refrigeration plants F25B0027020000)
F02C0006200000;Adaptations of gas-turbine plants for driving vehicles
F02C0007000000;Features, component parts, details or accessories, not provided for in, or of interest apart from, groups . F02C0001000000-F02C0006000000. Air intakes for jet-propulsion plants (controlling F02C0009000000)
F02C0007040000;Air intakes for gas-turbine plants or jet-propulsion plants
F02C0007042000;having variable geometry
F02C0007045000;having provisions for noise suppression
F02C0007047000;Heating to prevent icing
F02C0007050000;having provisions for obviating the penetration of damaging objects or particles
F02C0007052000;with dust-separation devices
F02C0007055000;with intake grids, screens or guards
F02C0007057000;Control or regulation (conjointly with fuel supply control F02C0009500000, with nozzle area control F02K0001160000)
F02C0007060000;Arrangement of bearings (bearings F16C). Lubricating (of engines in general F01M)
F02C0007080000;Heating air supply before combustion, e.g. by exhaust gases
F02C0007100000;by means of regenerative heat-exchangers
F02C0007105000;of the rotary type (rotary heat exchangers per seF28D)
F02C0007120000;Cooling of plants (of component parts, see the relevant subclasses, e.g. F01D. cooling of engines in general F01P)
F02C0007140000;of fluids in the plant
F02C0007141000;of working fluid (F02C0003300000 takes precedence)..
F02C0007143000;before or between the compressor stages
F02C0007160000;characterised by cooling medium
F02C0007180000;the medium being gaseous, e.g. air
F02C0007200000;Mounting or supporting of plant. Accommodating heat expansion or creep
F02C0007220000;Fuel supply systems
F02C0007224000;Heating fuel before feeding to the burner
F02C0007228000;Dividing fuel between various burners
F02C0007232000;Fuel valves. Draining valves or systems (valves in general F16K)
F02C0007236000;Fuel delivery systems comprising two or more pumps
F02C0007240000;Heat or noise insulation (air intakes having provisions for noise suppression F02C0007045000. turbine exhaust heads, chambers, or the like F01D0025300000. silencing nozzles of jet-propulsion plants F02K0001000000)
F02C0007250000;Fire protection or prevention (in general A62)
F02C0007260000;Starting. Ignition
F02C0007262000;Restarting after flame-out
F02C0007264000;Ignition
F02C0007266000;Electric (sparking plugs H01T)
F02C0007268000;Starting drives for the rotor
F02C0007270000;Fluid drives (turbine starters F02C0007277000)
F02C0007272000;generated by cartridges
F02C0007275000;Mechanical drives
F02C0007277000;the starter being a turbine
F02C0007280000;Arrangement of seals
F02C0007300000;Preventing corrosion in gas-swept spaces
F02C0007320000;Arrangement, mounting, or driving, of auxiliaries
F02C0007360000;Power transmission between the different shafts of the gas-turbine plant, or between the gas-turbine plant and the power user (F02C0007320000 takes precedence.couplings for transmitting rotation F16D. gearing in general F16H)
F02C0009000000;Controlling gas-turbine plants. Controlling fuel supply in air-breathing jet-propulsion plants (controlling air intakes F02C0007057000. controlling turbines F01D. controlling compressors F04D0027000000)
F02C0009160000;Control of working fluid flow (F02C0009480000 takes precedence.control of air-intake flow F02C0007057000)
F02C0009180000;by bleeding, by-passing or acting on variable working fluid interconnections between turbines or compressors or their stages
F02C0009200000;by throttling. by adjusting vanes
F02C0009220000;by adjusting turbine vanes
F02C0009240000;Control of the pressure level in closed cycles
F02C0009260000;Control of fuel supply (F02C0009480000 takes precedence.fuel valves F02C0007232000)
F02C0009280000;Regulating systems responsive to plant or ambient parameters, e.g. temperature, pressure, rotor speed (F02C0009300000-F02C0009380000, F02C0009440000 take precedence)..
F02C0009300000;characterised by variable fuel pump output
F02C0009320000;characterised by throttling of fuel (F02C0009380000 takes precedence)..
F02C0009340000;Joint control of separate flows to main and auxiliary burners
F02C0009360000;characterised by returning of fuel to sump (F02C0009380000 takes precedence)..
F02C0009380000;characterised by throttling and returning of fuel to sump
F02C0009400000;specially adapted to the use of a special fuel or a plurality of fuels
F02C0009420000;specially adapted for the control of two or more plants simultaneously
F02C0009440000;responsive to the speed of aircraft, e.g. Mach number control, optimisation of fuel consumption
F02C0009460000;Emergency fuel control
F02C0009480000;Control of fuel supply conjointly with another control of the plant (with nozzle section control F02K0001170000)
F02C0009500000;with control of working fluid flow
